temperature,precipitation,time_of_day,percentage
15,81,16,15.2
13,30,21,13.6
10,20,13,13.5
62,5,11,0.0
33,8,19,3.6
77,29,17,0.0
83,17,22,5.0
15,29,14,13.0
27,83,15,17.0
30,59,20,9.3
5,54,22,17.8
51,9,12,0.0
45,12,21,4.0
27,40,12,5.4
9,1,17,10.8
54,4,15,5.0
13,32,19,9.6
8,64,22,18.9
75,36,15,5.0
69,60,11,2.0
84,57,19,1.4
61,11,21,4.0
29,40,17,4.8
62,27,21,4.0
10,81,21,20.7
18,35,16,8.1
67,93,17,8.6
79,41,22,5.0
69,53,20,3.6
56,53,22,5.6
69,37,11,0.0
12,84,15,21.7
12,70,13,16.9
18,68,12,11.7
28,57,11,6.5
68,98,22,14.6
29,78,13,13.399999999999999
10,8,16,10.5
5,47,12,12.0
37,17,15,7.4
18,11,19,8.1
67,26,15,5.0
60,77,11,5.4
66,76,16,5.2
32,93,17,12.5
33,35,11,3.6
27,48,14,9.4
48,8,17,0.0
42,33,11,0.9
53,75,14,9.0
47,49,17,0.0
14,88,12,16.9
31,49,12,4.2
12,21,22,14.9
72,4,18,0.0
34,14,18,3.3
17,17,12,8.4
62,76,18,5.2
7,14,11,11.4
9,88,15,23.4
26,97,17,15.100000000000001
62,65,20,6.0
70,20,18,0.0
44,86,17,7.5
9,80,11,16.8
20,60,20,12.5
19,3,13,10.8
81,47,12,0.0
79,0,13,3.0
84,6,11,0.0
22,60,19,8.9
51,52,14,4.4
8,94,14,23.9
57,34,11,0.0
62,20,17,0.0
79,59,15,6.8
62,75,22,10.0
63,4,21,4.0
38,2,12,2.1
34,58,22,9.9
58,75,17,5.0
72,9,13,3.0
82,45,19,0.0
79,49,19,0.0
72,61,15,7.2
30,58,15,11.1
7,93,12,20.0
61,16,19,0.0
41,55,13,5.2
42,43,21,4.9
45,18,13,3.0
8,17,12,11.1
30,25,12,4.5
43,27,11,0.6
46,48,14,4.0
15,31,20,12.0
15,19,18,9.0
58,84,18,6.8
42,45,20,3.9
24,57,12,7.699999999999999
30,15,20,7.5
80,75,20,8.0
18,0,12,8.1
54,45,20,3.0
29,31,15,9.8
59,13,20,3.0
55,13,11,0.0
14,82,16,15.700000000000001
18,64,15,15.899999999999999
9,24,12,10.8
61,41,20,3.0
26,12,22,10.7
79,52,21,4.4
33,67,11,7.0
11,59,13,15.0
22,83,21,17.5
35,67,14,10.4
47,40,18,0.0
39,5,14,5.8
75,25,18,0.0
8,90,13,22.1
55,21,20,3.0
34,28,17,3.3
57,39,19,0.0
78,65,18,3.0
18,35,20,11.1
40,86,21,12.7
16,18,20,11.7
80,15,22,5.0
38,87,19,9.5
30,33,16,4.5
10,62,12,12.9
57,24,19,0.0
19,74,17,12.6
23,68,21,14.2
51,83,14,10.6
81,13,12,0.0
65,20,13,3.0
56,89,20,10.8
22,43,15,11.9
64,51,14,4.2
51,78,11,5.6
61,84,21,10.8
37,79,16,8.2
36,74,11,7.5
8,47,15,16.1
45,77,11,5.4
23,84,17,13.399999999999999
11,61,16,12.399999999999999
30,79,11,10.3
55,1,11,0.0
60,41,21,4.0
75,65,18,3.0
79,27,20,3.0
55,4,12,0.0
12,7,14,13.9
17,72,17,12.8
36,80,19,8.7
38,82,12,8.5
22,41,22,11.9
83,25,18,0.0
59,94,22,13.8
47,97,18,9.4
28,92,13,16.5
25,73,18,10.6
22,57,17,8.3
18,10,15,13.1
57,96,15,14.2
23,94,18,15.4
81,21,18,0.0
61,53,22,5.6
68,92,17,8.4
84,40,18,0.0
6,84,17,18.5
61,39,17,0.0
38,11,11,2.1
53,15,17,0.0
58,42,14,4.0
26,25,12,5.7
48,93,15,13.6
39,86,13,12.0
33,96,13,15.799999999999999
10,87,11,17.9
41,5,22,6.2
62,97,18,9.4
68,18,21,4.0
35,22,21,7.0
54,24,21,4.0
84,92,13,11.4
64,15,19,0.0
18,1,13,11.1
74,92,11,8.4
15,57,16,10.4
31,96,20,16.4
73,17,12,0.0
83,43,12,0.0
42,53,12,1.5
66,8,20,3.0
57,1,14,4.0
84,54,19,0.8
22,4,18,6.9
56,19,17,0.0
28,3,14,9.1
11,4,14,14.2
18,16,13,11.1
54,4,19,0.0
28,49,17,5.1
83,71,22,9.2
17,95,15,22.4
23,24,12,6.6
33,24,13,6.6
26,88,13,16.3
6,41,12,11.7
81,30,13,3.0
40,91,22,14.7
42,46,13,3.9
22,78,19,12.5
55,50,21,4.0
19,54,18,8.6
56,59,16,1.8
21,26,22,12.2
81,38,21,4.0
26,77,16,11.100000000000001
58,12,21,4.0
56,95,14,13.0
50,34,20,3.0
8,47,14,15.1
11,13,11,10.2
14,35,18,9.3
19,52,13,11.2
30,38,22,9.5
84,4,16,0.0
44,71,21,8.5
65,9,21,4.0
20,1,17,7.5
22,94,19,15.700000000000001
79,38,13,3.0
80,24,14,4.0
6,33,18,11.7
58,78,15,10.6
22,55,20,10.9
58,80,15,11.0
42,21,11,0.9
77,32,21,4.0
19,69,12,11.6
68,57,20,4.4
12,81,20,19.1
50,29,13,3.0
43,62,18,3.0
56,66,18,3.2
12,94,13,21.700000000000003
54,11,17,0.0
54,9,13,3.0
72,61,18,2.2
31,62,19,6.6
81,35,15,5.0
42,55,19,1.9
25,5,18,6.0
49,30,21,4.0
62,99,15,14.8
27,32,12,5.4
58,73,15,9.6
34,62,17,5.699999999999999
20,37,12,7.5
56,25,13,3.0
45,15,20,3.0
75,23,22,5.0
28,23,12,5.1
24,72,19,10.7
31,24,20,7.2
6,22,15,16.7
64,53,13,3.6
55,66,12,3.2
5,31,13,15.0
10,73,12,15.1
42,46,12,0.9
58,34,21,4.0
64,85,11,7.0
31,13,16,4.2
84,24,21,4.0
66,58,11,1.6
67,53,19,0.6
39,78,15,12.399999999999999
62,93,13,11.6
65,94,11,8.8
40,77,17,6.9
60,7,20,3.0
71,7,22,5.0
61,94,21,12.8
45,2,13,3.0
35,96,18,12.2
7,11,17,11.4
42,31,16,0.9
57,95,21,13.0
56,20,20,3.0
28,73,11,9.7
30,40,22,9.5
77,41,13,3.0
41,56,19,2.4
52,89,21,11.8
71,76,12,5.2
45,61,21,6.2
53,72,15,9.4
32,96,16,13.1
36,94,12,11.5
75,55,16,1.0
75,11,17,0.0
36,55,11,3.7
42,57,20,5.3
24,22,12,6.3
12,88,18,17.5
72,92,21,12.4
30,32,13,7.5
83,17,19,0.0
74,40,12,0.0
52,11,21,4.0
73,61,14,6.2
50,57,13,4.4
62,99,21,13.8
74,3,13,3.0
71,12,18,0.0
33,30,15,8.6
14,21,15,14.3
75,38,11,0.0
69,57,21,5.4
69,29,15,5.0
21,33,12,7.2
26,94,18,14.5
18,5,19,8.1
10,89,15,23.3
34,48,11,3.3
51,44,14,4.0
24,76,15,16.5
20,92,20,18.9
72,49,19,0.0
38,25,19,2.1
5,38,21,16.0
81,85,22,12.0
52,51,14,4.2
12,3,15,14.9
26,34,22,10.7
72,4,14,4.0
38,27,21,6.1
64,20,12,0.0
49,72,22,9.4
41,9,19,1.2
27,54,19,6.2
28,32,12,5.1
17,39,12,8.4
73,4,22,5.0
84,72,22,9.4
64,80,20,9.0
42,32,16,0.9
52,80,14,10.0
30,69,12,8.3
81,90,16,8.0
5,90,11,20.0
8,77,17,16.5
71,4,15,5.0
84,80,11,6.0
17,3,17,8.4
43,70,16,4.6
35,36,20,6.0
28,77,20,13.5
83,12,17,0.0
9,28,17,10.8
53,97,20,12.4
15,97,20,21.4
28,38,20,8.1
49,47,18,0.0
78,88,21,11.6
38,34,22,7.1
15,61,16,11.2
61,19,17,0.0
33,94,16,12.4
26,58,13,10.3
37,43,11,2.4
76,53,11,0.6
53,88,13,10.6
27,57,13,9.8
73,92,22,13.4
33,51,11,3.8000000000000003
10,49,15,15.5
56,45,21,4.0
18,97,15,22.5
21,9,22,12.2
84,18,17,0.0
32,10,17,3.9
13,39,19,9.6
70,39,12,0.0
8,35,11,11.1
24,86,16,13.5
45,54,16,0.8
40,43,14,5.5
10,88,15,23.1
69,43,17,0.0
54,44,20,3.0
68,84,14,10.8
7,62,11,13.8
41,90,16,9.2
7,1,12,11.4
37,5,17,2.4
63,98,22,14.6
19,72,16,12.2
60,19,21,4.0
65,54,15,5.8
72,96,19,9.2
83,46,22,5.0
75,92,21,12.4
72,26,20,3.0
66,0,12,0.0
71,12,16,0.0
27,66,17,8.600000000000001
18,64,17,10.899999999999999
10,83,19,17.1
37,57,14,7.8
13,89,18,17.4
16,75,14,17.7
55,69,17,3.8
7,49,13,14.4
60,8,12,0.0
50,54,22,5.8
40,35,12,1.5
17,19,15,13.4
17,9,19,8.4
62,9,12,0.0
38,30,19,2.1
47,83,22,11.6
32,88,13,14.5
60,44,11,0.0
51,30,21,4.0
39,8,19,1.8
82,87,17,7.4
23,3,21,10.6
55,44,16,0.0
24,23,19,6.3
33,77,16,9.0
76,71,16,4.2
69,90,18,8.0
42,52,18,1.3
53,93,11,8.6
32,77,20,12.3
37,39,22,7.4
17,57,18,9.8
48,81,21,10.2
56,76,17,5.2
81,28,22,5.0
80,27,14,4.0
45,47,13,3.0
53,51,18,0.2
11,67,19,13.6
40,90,21,13.5
30,35,13,7.5
31,23,11,4.2
28,56,13,9.3
75,87,17,7.4
37,2,15,7.4
22,44,14,10.9
9,18,14,14.8
5,48,22,17.0
75,8,20,3.0
7,85,12,18.4
40,21,16,1.5
39,54,18,2.6
55,15,13,3.0
16,71,22,17.9
19,80,17,13.8
8,36,18,11.1
60,26,11,0.0
20,34,19,7.5
10,34,22,15.5
67,77,21,9.4
27,51,13,8.600000000000001
81,40,17,0.0
48,21,17,0.0
5,21,13,15.0
61,74,15,9.8
80,95,14,13.0
31,90,14,16.2
29,19,20,7.8
66,45,20,3.0
22,33,16,6.9
84,82,18,6.4
34,61,19,5.5
34,9,22,8.3
51,12,11,0.0
26,91,11,13.899999999999999
46,7,17,0.0
38,85,21,13.1
67,53,15,5.6
8,91,15,24.299999999999997
35,15,14,7.0
55,16,12,0.0
54,39,12,0.0
18,48,22,13.1
12,61,20,15.100000000000001
73,18,16,0.0
12,48,21,13.9
15,37,11,9.0
33,81,13,12.8
59,61,21,6.2
43,36,11,0.6
17,92,19,16.8
68,14,17,0.0
53,84,12,6.8
23,60,13,11.6
71,55,15,6.0
56,6,11,0.0
82,35,19,0.0
75,85,15,12.0
24,36,15,11.3
58,69,17,3.8
9,39,15,15.8
83,77,20,8.4
66,16,12,0.0
21,0,13,10.2
57,43,17,0.0
41,65,21,8.2
23,41,12,6.6
14,44,16,9.3
48,45,20,3.0
53,99,20,12.8
41,54,16,2.0
62,20,18,0.0
19,4,11,7.8
24,83,20,15.899999999999999
59,40,15,5.0
17,85,17,15.4
24,39,16,6.3
47,86,16,7.2
45,64,12,2.8
52,12,14,4.0
60,87,20,10.4
72,88,19,7.6
48,91,21,12.2
77,67,20,6.4
51,22,21,4.0
54,3,12,0.0
36,39,18,2.7
58,60,11,2.0
43,57,20,5.0
62,97,11,9.4
65,83,14,10.6
76,16,15,5.0
23,29,18,6.6
73,91,19,8.2
26,23,18,5.7
39,94,19,10.600000000000001
14,95,16,18.3
19,37,13,10.8
6,58,19,13.299999999999999
26,62,22,13.1
16,92,14,21.1
66,63,15,7.6
49,70,18,4.0
62,51,18,0.2
24,53,17,6.8999999999999995
55,14,11,0.0
11,55,20,14.2
28,69,20,11.899999999999999
71,53,17,0.6
74,80,21,10.0
57,96,20,12.2
38,60,14,8.1
37,43,18,2.4
27,0,14,9.4
62,62,15,7.4
72,58,22,6.6
73,2,22,5.0
84,12,14,4.0
44,10,14,4.3
51,60,18,2.0
47,11,11,0.0
65,81,19,6.2
46,79,17,5.8
66,32,17,0.0
71,40,11,0.0
59,3,15,5.0
53,87,17,7.4
53,99,17,9.8
82,46,16,0.0
37,45,20,5.4
32,53,21,8.5
61,70,12,4.0
45,8,17,0.0
83,82,20,9.4
8,92,18,19.5
24,69,15,15.1
39,35,14,5.8
57,57,11,1.4
43,85,12,7.6
57,85,16,7.0
14,37,22,14.3
84,42,18,0.0
69,66,22,8.2
5,24,13,15.0
57,77,12,5.4
50,4,17,0.0
30,17,19,4.5
6,27,15,16.7
32,29,18,3.9
31,99,19,14.0
32,69,15,12.7
35,94,13,14.8
51,17,16,0.0
11,24,15,15.2
76,33,15,5.0
79,71,16,4.2
52,91,18,8.2
30,70,17,8.5
59,62,18,2.4
11,97,15,24.6
61,24,19,0.0
62,64,14,6.8
5,58,17,13.6
76,65,12,3.0
33,97,15,18.0
26,95,15,19.7
44,62,21,6.699999999999999
66,11,19,0.0
18,43,14,12.1
6,53,14,16.299999999999997
39,25,11,1.8
75,53,19,0.6
71,85,20,10.0
83,30,21,4.0
26,96,18,14.899999999999999
22,21,22,11.9
50,47,12,0.0
67,7,16,0.0
40,79,21,11.3
50,27,15,5.0
41,77,22,11.600000000000001
22,67,12,10.3
47,23,15,5.0
33,82,20,13.0
80,24,11,0.0
22,46,14,10.9
19,16,22,12.8
63,99,18,9.8
32,65,17,6.9
57,90,11,8.0
19,7,16,7.8
47,61,19,2.2
37,36,13,5.4
6,4,19,11.7
63,45,13,3.0
12,3,14,13.9
37,58,19,4.0
39,69,19,5.6
22,28,17,6.9
25,7,20,9.0
68,47,22,5.0
32,73,16,8.5
49,98,15,14.6
24,60,18,8.3
8,52,12,11.5
40,73,14,10.1
81,63,20,5.6
56,15,18,0.0
43,75,21,9.6
75,24,22,5.0
16,78,19,14.299999999999999
59,63,19,2.6
52,77,19,5.4
13,59,16,11.4
16,69,14,16.5
84,99,15,14.8
73,66,20,6.2
61,26,18,0.0
32,16,12,3.9
21,88,21,18.8
26,34,15,10.7
39,68,11,5.4
63,61,15,7.2
83,93,15,13.6
23,81,12,12.8
54,83,22,11.6
30,26,14,8.5
64,43,16,0.0
48,80,15,11.0
60,62,13,5.4
47,97,16,9.4
27,55,13,9.4
78,7,19,0.0
26,56,14,10.9
51,75,19,5.0
59,60,15,7.0
15,98,14,22.6
59,2,15,5.0
30,46,22,9.5
5,13,17,12.0
66,44,21,4.0
25,78,20,14.6
12,38,11,9.9
24,66,21,13.5
49,23,19,0.0
83,61,18,2.2
69,1,15,5.0
64,68,13,6.6
71,67,12,3.4
60,99,12,9.8
35,1,17,3.0
26,61,12,7.9
66,10,12,0.0
60,16,20,3.0
76,11,15,5.0
12,82,20,19.3
66,76,19,5.2
82,82,20,9.4
28,83,16,11.7
26,20,13,8.7
19,55,19,8.8
32,30,13,6.9
26,30,18,5.7
35,68,16,6.6
77,39,14,4.0
66,1,16,0.0
73,10,14,4.0
43,51,18,0.8
44,23,17,0.3
73,47,22,5.0
59,61,21,6.2
75,94,22,13.8
68,1,14,4.0
12,89,15,22.7
75,16,18,0.0
48,59,18,1.8
42,54,12,1.7000000000000002
25,48,20,9.0
8,74,20,18.9
36,54,16,3.5
59,41,15,5.0
64,76,21,9.2
63,89,22,12.8
71,93,20,11.6
9,19,20,13.8
76,71,16,4.2
41,63,19,3.8
31,83,15,15.8
17,74,14,17.2
10,27,19,10.5
69,74,14,8.8
34,72,21,11.7
79,35,18,0.0
56,26,12,0.0
45,5,12,0.0
84,27,13,3.0
19,12,22,12.8
9,86,21,22.0
19,46,15,12.8
5,10,18,12.0
19,84,20,17.6
64,38,18,0.0
52,23,11,0.0
58,74,13,7.8
59,44,20,3.0
76,89,16,7.8
31,47,19,4.2
34,41,18,3.3
80,83,22,11.6
64,58,11,1.6
70,28,12,0.0
50,67,18,3.4
56,81,22,11.2
39,45,12,1.8
46,57,13,4.4
60,11,14,4.0
49,31,21,4.0
56,94,12,8.8
27,7,20,8.4
33,88,13,14.2
33,10,15,8.6
61,25,13,3.0
23,40,12,6.6
12,59,13,14.700000000000001
54,18,16,0.0
11,47,13,13.2
15,16,14,13.0
71,62,22,7.4
70,9,15,5.0
32,33,14,7.9
60,92,12,8.4
32,50,18,3.9
79,44,12,0.0
44,27,20,3.3
6,17,17,11.7
80,95,16,9.0
65,35,18,0.0
80,4,19,0.0
29,81,16,11.0
58,79,12,5.8
21,2,12,7.2
52,5,12,0.0
16,96,19,17.9
65,59,12,1.8
6,79,12,17.5
84,43,13,3.0
69,65,17,3.0
56,65,18,3.0
38,68,20,8.7
49,91,19,8.2
5,51,21,16.2
56,0,20,3.0
71,4,18,0.0
80,67,12,3.4
60,92,20,11.4
62,65,12,3.0
54,78,15,10.6
29,4,16,4.8
16,58,11,10.299999999999999
77,94,12,8.8
69,25,15,5.0
60,13,22,5.0
54,40,15,5.0
32,74,18,8.7
7,82,11,17.8
42,73,17,5.5
68,51,16,0.2
58,41,11,0.0
40,80,14,11.5
48,81,21,10.2
48,59,22,6.8
73,88,19,7.6
57,14,19,0.0
17,46,12,8.4
48,32,16,0.0
8,94,13,22.9
74,36,22,5.0
55,46,11,0.0
74,35,16,0.0
15,69,13,15.8
58,45,16,0.0
66,51,19,0.2
63,71,13,7.2
65,74,21,8.8
44,25,18,0.3
8,28,16,11.1
31,1,21,8.2
20,23,11,7.5
11,17,15,15.2
15,32,22,14.0
76,84,18,6.8
68,85,11,7.0
56,32,22,5.0
10,31,21,14.5
52,32,22,5.0
73,39,15,5.0
10,61,14,16.7
65,13,12,0.0
70,44,16,0.0
77,25,13,3.0
83,26,20,3.0
57,9,14,4.0
32,70,13,10.9
9,80,13,19.8
62,42,17,0.0
28,67,12,8.5
35,96,11,12.2
45,15,21,4.0
72,23,12,0.0
50,20,11,0.0
14,92,16,17.700000000000003
41,49,18,1.2
25,78,17,11.6
25,61,20,11.2
84,91,17,8.2
14,51,22,14.5
28,17,17,5.1
16,7,19,8.7
24,8,11,6.3
74,58,15,6.6
12,43,16,9.9
82,69,12,3.8
9,97,18,20.200000000000003
58,66,20,6.2
40,17,20,4.5
42,82,16,7.300000000000001
7,72,22,20.8
40,12,12,1.5
26,39,12,5.7
12,68,13,16.5
65,46,16,0.0
82,99,15,14.8
11,23,17,10.2
72,36,16,0.0
66,43,11,0.0
23,45,18,6.6
51,43,22,5.0
28,74,19,9.899999999999999
84,59,14,5.8
10,73,21,19.1
12,2,14,13.9
29,16,18,4.8
78,50,15,5.0
45,4,21,4.0
62,34,22,5.0
64,81,14,10.2
7,90,12,19.4
13,89,13,20.4
56,56,14,5.2
62,30,11,0.0
64,76,17,5.2
53,59,11,1.8
9,79,21,20.6
66,49,21,4.0
36,21,17,2.7
31,79,16,10.0
28,71,22,14.3
42,31,20,3.9
71,17,21,4.0
20,32,17,7.5
19,63,21,14.4
29,44,12,4.8
76,37,18,0.0
8,29,14,15.1
36,63,11,5.300000000000001
49,41,17,0.0
60,12,20,3.0
39,76,19,7.0
57,67,21,7.4
34,41,13,6.3
53,5,20,3.0
56,78,11,5.6
6,26,22,16.7
63,95,12,9.0
41,52,20,4.6
33,6,12,3.6
34,30,15,8.3
26,87,16,13.100000000000001
79,65,19,3.0
23,71,20,13.8
71,70,16,4.0
22,64,17,9.7
69,7,18,0.0
9,52,20,14.200000000000001
80,67,16,3.4
15,29,13,12.0
62,82,12,6.4
22,60,16,8.9
76,36,13,3.0
60,83,16,6.6
26,44,14,9.7
60,52,19,0.4
70,12,17,0.0
27,31,16,5.4
20,61,14,13.7
48,1,14,4.0
76,76,19,5.2
72,7,17,0.0
18,95,21,21.1
13,47,19,9.6
79,13,17,0.0
20,84,11,14.3
17,32,15,13.4
40,35,18,1.5
48,84,16,6.8
18,58,12,9.7
21,69,16,11.0
69,68,20,6.6
58,47,18,0.0
6,29,12,11.7
21,27,12,7.2
27,40,19,5.4
5,75,17,17.0
16,57,15,15.1
17,40,22,13.4
82,10,20,3.0
78,5,11,0.0
16,19,14,12.7
61,90,13,11.0
22,28,22,11.9
19,72,11,12.2
43,47,20,3.6
82,70,20,7.0
77,84,13,9.8
73,81,13,9.2
37,14,15,7.4
52,1,22,5.0
9,96,14,24.0
12,74,12,14.7
23,52,22,12.0
56,54,16,0.8
16,69,14,16.5
76,12,11,0.0
12,43,18,9.9
59,57,22,6.4
38,16,13,5.1
69,40,21,4.0
79,24,22,5.0
51,68,20,6.6
39,13,22,6.8
36,28,20,5.7
55,51,19,0.2
84,29,19,0.0
10,11,22,15.5
13,90,14,21.6
44,94,22,14.100000000000001
52,92,22,13.4
76,90,18,8.0
30,68,19,8.1
41,8,16,1.2
56,25,11,0.0
16,26,12,8.7
42,14,14,4.9
72,78,19,5.6
20,97,21,20.9
65,13,13,3.0
28,1,14,9.1
82,45,13,3.0
21,69,20,14.0
8,79,15,21.9
54,72,12,4.4
7,79,21,21.2
12,43,22,14.9
16,85,20,18.7
39,18,19,1.8
70,71,17,4.2
57,43,18,0.0
37,44,19,2.4
22,84,19,13.7
62,66,13,6.2
82,78,12,5.6
49,65,20,6.0
19,21,20,10.8
19,16,18,7.8
49,57,21,5.4
72,79,19,5.8
73,46,22,5.0
71,13,11,0.0
80,40,19,0.0
66,68,19,3.6
48,54,14,4.8
24,20,21,10.3
43,79,16,6.3999999999999995
43,30,14,4.6
5,31,14,16.0
71,79,14,9.8
51,8,21,4.0
77,36,12,0.0
58,8,22,5.0
24,20,11,6.3
13,55,13,13.6
32,7,17,3.9
68,23,16,0.0
39,79,22,12.6
44,94,17,9.100000000000001
6,19,16,11.7
7,4,15,16.4
18,49,12,8.1
72,1,19,0.0
51,66,22,8.2
58,57,13,4.4
62,95,16,9.0
66,88,12,7.6
55,98,18,9.6
82,29,22,5.0
52,14,19,0.0
31,92,15,17.6
81,1,12,0.0
59,69,18,3.8
53,92,16,8.4
28,99,19,14.9
14,21,14,13.3
11,69,20,17.0
21,92,11,15.600000000000001
26,61,15,12.9
63,80,11,6.0
48,95,16,9.0
15,81,20,18.2
46,24,20,3.0
27,17,21,9.4
64,45,12,0.0
66,74,19,4.8
58,68,19,3.6
17,62,13,13.8
72,53,22,5.6
31,26,19,4.2
44,43,13,3.3
78,61,14,6.2
79,69,16,3.8
14,74,14,18.1
19,28,12,7.8
49,95,16,9.0
57,3,20,3.0
11,68,17,13.799999999999999
34,59,20,8.1
82,81,13,9.2
34,71,22,12.5
31,22,15,9.2
53,37,14,4.0
61,61,18,2.2
68,11,12,0.0
67,84,19,6.8
52,21,22,5.0
45,95,13,12.0
34,57,20,7.699999999999999
7,91,15,24.6
41,60,21,7.2
34,17,19,3.3
58,66,16,3.2
11,93,11,18.799999999999997
12,76,14,19.1
67,64,22,7.8
67,34,14,4.0
68,38,21,4.0
34,25,11,3.3
14,16,22,14.3
73,49,14,4.0
53,31,19,0.0
43,21,21,4.6
38,38,11,2.1
14,88,19,16.9
13,31,12,9.6
64,87,16,7.4
9,58,17,12.4
39,7,14,5.8
15,43,11,9.0
46,29,18,0.0
84,76,17,5.2
24,22,22,11.3
55,63,11,2.6
5,76,19,17.2
15,29,16,9.0
65,69,15,8.8
83,93,21,12.6
43,97,11,10.0
52,16,19,0.0
32,87,18,11.3
79,72,11,4.4
84,53,13,3.6
40,18,21,5.5
74,30,20,3.0
66,24,17,0.0
74,96,13,12.2
14,37,14,13.3
9,54,22,16.6
32,49,14,7.9
63,36,11,0.0
13,34,18,9.6
43,95,17,9.6
66,59,13,4.8
42,85,21,11.9
28,66,19,8.3
68,74,12,4.8
47,87,14,11.4
20,97,11,16.9
70,29,17,0.0
70,14,19,0.0
73,74,20,7.8
50,83,18,6.6
25,87,14,17.4
64,73,11,4.6
14,38,18,9.3
22,98,17,16.5
45,41,21,4.0
40,94,11,10.3
70,26,11,0.0
50,4,14,4.0
27,75,19,10.4
43,97,12,10.0
8,74,21,19.9
45,28,20,3.0
7,61,12,13.600000000000001
57,90,21,12.0
78,55,16,1.0
40,42,16,1.5
53,79,21,9.8
31,78,20,12.8
57,12,13,3.0
53,96,18,9.2
5,4,22,17.0
50,93,22,13.6
66,49,17,0.0
81,48,13,3.0
70,89,15,12.8
26,72,17,10.100000000000001
43,68,16,4.2
48,98,22,14.6
6,54,14,16.5
79,58,19,1.6
63,0,12,0.0
32,66,17,7.1
71,8,19,0.0
18,25,13,11.1
20,65,22,15.5
55,91,21,12.2
32,19,22,8.9
57,89,14,11.8
56,13,16,0.0
29,1,22,9.8
61,20,16,0.0
13,58,19,11.2
15,18,20,12.0
49,45,22,5.0
6,14,20,14.7
58,31,17,0.0
38,35,18,2.1
46,77,16,5.4
81,34,12,0.0
73,8,16,0.0
15,97,21,22.4
33,94,16,12.4
9,24,19,10.8
24,40,17,6.3
43,43,15,5.6
78,73,21,8.6
36,97,11,12.100000000000001
33,48,20,6.6
70,54,16,0.8
5,14,18,12.0
5,65,15,20.0
8,61,11,13.3
19,25,16,7.8
51,41,17,0.0
34,34,16,3.3
10,44,16,10.5
5,31,17,12.0
75,61,21,6.2
66,63,18,2.6
68,51,14,4.2
9,95,17,19.8
58,42,20,3.0
53,91,13,11.2
11,54,21,15.0
7,43,13,14.4
80,90,19,8.0
65,78,12,5.6
83,58,17,1.6
45,53,18,0.6
25,87,14,17.4
36,84,12,9.5
16,0,18,8.7
11,84,18,17.0
55,86,15,12.2
49,21,21,4.0
69,49,22,5.0
64,30,18,0.0
79,49,15,5.0
49,28,14,4.0
38,38,17,2.1
15,0,19,9.0
37,64,11,5.199999999999999
12,49,18,9.9
49,17,21,4.0
76,48,19,0.0
82,74,17,4.8
38,36,15,7.1
49,69,16,3.8
69,75,11,5.0
77,34,19,0.0
56,71,12,4.2
14,42,20,12.3
47,64,19,2.8
74,42,14,4.0
15,65,13,15.0
40,34,12,1.5
22,33,19,6.9
67,41,21,4.0
9,79,15,21.6
35,7,17,3.0
20,5,14,11.5
70,39,21,4.0
13,67,20,16.0
6,22,19,11.7
41,62,19,3.5999999999999996
63,13,11,0.0
62,88,13,10.6
12,57,21,15.3
56,35,14,4.0
79,33,18,0.0
81,75,22,10.0
81,20,18,0.0
77,44,17,0.0
73,57,15,6.4
56,14,13,3.0
82,44,17,0.0
38,16,19,2.1
52,49,15,5.0
28,87,16,12.5
17,54,22,14.200000000000001
54,91,21,12.2
69,30,11,0.0
75,30,18,0.0
8,84,20,20.9
68,96,17,9.2
78,9,15,5.0
43,65,12,3.6
67,52,19,0.4
62,10,17,0.0
20,55,20,11.5
66,78,19,5.6
14,88,11,16.9
66,33,12,0.0
37,86,22,14.6
75,42,13,3.0
46,91,14,12.2
48,67,22,8.4
50,2,16,0.0
77,13,14,4.0
78,28,22,5.0
35,84,19,9.8
9,16,22,15.8
22,69,14,14.7
10,44,21,14.5
54,52,13,3.4
32,49,20,6.9
28,47,12,5.1
73,68,11,3.6
32,64,16,6.699999999999999
62,73,19,4.6
71,4,12,0.0
22,27,11,6.9
8,95,21,24.1
53,70,19,4.0
36,41,11,2.7
70,59,19,1.8
62,1,13,3.0
15,21,13,12.0
69,91,15,13.2
21,96,16,16.4
84,94,13,11.8
70,97,16,9.4
8,9,19,11.1
36,27,16,2.7
75,87,17,7.4
33,77,14,13.0
65,35,19,0.0
64,60,14,6.0
77,1,12,0.0
62,50,15,5.0
57,33,21,4.0
9,34,20,13.8
65,42,19,0.0
25,10,12,6.0
62,31,17,0.0
18,37,16,8.1
83,99,16,9.8
58,46,13,3.0
82,80,13,9.0
45,84,18,6.8
20,94,12,16.3
55,4,21,4.0
5,63,14,18.6
44,85,13,10.3
22,52,19,7.300000000000001
38,28,22,7.1
65,0,16,0.0
25,29,21,10.0
5,25,20,15.0
31,85,21,15.2
55,9,18,0.0
15,12,12,9.0
18,24,18,8.1
59,14,16,0.0
31,0,11,4.2
26,74,13,13.5
25,43,22,11.0
28,34,20,8.1
23,12,22,11.6
28,18,21,9.1
30,47,20,7.5
29,11,13,7.8
49,72,13,7.4
33,83,15,15.2
78,81,17,6.2
15,63,22,16.6
28,24,11,5.1
28,5,14,9.1
16,4,11,8.7
11,37,22,15.2
44,11,11,0.3
74,54,17,0.8
80,65,22,8.0
83,66,15,8.2
